step,type,amount,Amount Category,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
132,PAYMENT,15582.31,Medium,C1676188262,0,0,M1437158909,0,0,0
301,TRANSFER,208164.05,Medium,C1621910105,0,0,C1668438194,1015923.34,1224087.39,0
151,TRANSFER,113614.57,Medium,C134880961,113614.57,0,C1742051679,0,0,1
369,CASH_OUT,10339516.78897634,High,C779420083,594636,576578.17,C1609631927,0,18057.83,0
142,CASH_OUT,112999.17,Medium,C1360853309,102433.96,0,C927536876,156570.92,269570.08,0
254,CASH_OUT,127232.68,Medium,C821278814,67109,0,C1233168784,34760.74,161993.41,0
253,TRANSFER,340037.31,Medium,C156076501,0,0,C644574401,965176.35,1305213.66,0
329,CASH_OUT,190736.44,Medium,C1580933983,50224,0,C1262540795,991837.31,1182573.76,0
375,CASH_OUT,24773.76,Medium,C441100186,0,0,C890016463,39515.2,64288.96,0
393,CASH_IN,126387.99,Medium,C1919275947,23,126410.99,C1650256695,27813.46,0,0
596,PAYMENT,3494.8,Medium,C1996905462,350430,346935.2,M1557055634,0,22764126.57717535,0
305,CASH_OUT,131625.79,Medium,C575390534,22350,0,C953681126,813190.77,,0
537,CASH_OUT,91045.4,Medium,C415825997,34238.2,0,C1295268522,,334607.59,1
183,PAYMENT,,,C497629603,214665.52,199458.25,M470144247,0,0,0
418,TRANSFER,452261.67,Medium,C1463709824,,0,C1030417644,0,0,1
138,TRANSFER,657089.83,Medium,C491152592,0,0,C1269839130,6318412.88,6975502.71,0
208,CASH_OUT,51718.32,Medium,C2028889237,0,0,C1637814937,622712.05,546281.35,0
404,PAYMENT,4426.79,Medium,C615510589,0,0,M1449848714,0,0,0
444,TRANSFER,10339516.78897634,High,C1047335023,1186725.39,0,C1970958530,0,0,1
12,CASH_OUT,732189.73,Medium,C1014955379,101141,0,C1874451126,,,0
305,CASH_IN,144948.31,Medium,C797506251,3455572.37,3600520.68,C1678822750,2828306.77,2683358.46,0
142,PAYMENT,7741.44,Medium,C1059866375,421987,414245.56,M1367086973,0,0,0
213,CASH_IN,148803.29,Medium,C702143667,6192151.75,6340955.04,C1104694624,176535.83,27732.54,0
10,TRANSFER,2669233.99,Medium,C656222419,0,0,C1851668139,7094988.08,9545772.52,0
370,PAYMENT,3201.11,Medium,C1802870828,0,0,M1823157066,0,0,0
232,PAYMENT,1731.58,Low,C302228702,32040,-15620565.64,M1384303488,,0,0
348,CASH_OUT,312930.56,Medium,C607216240,115706,0,C1446548217,0,312930.56,0
354,CASH_OUT,210033.09,Medium,C130323961,2704,0,C719288183,,210033.09,0
712,TRANSFER,372703.48,Medium,C96988544,372703.48,,C1886829961,0,0,1
536,TRANSFER,285382.07,Medium,C1799496993,285382.07,,C6772429,,0,1
305,PAYMENT,13734.95,Medium,C1534153220,0,0,M608909292,0,0,0
499,CASH_OUT,558136.45,Medium,C711889939,558136.45,0,C1052521330,82549.61,640686.06,1
40,CASH_OUT,16511.9,Medium,C872175308,148442,131930.1,C48382962,,1781790.45,0
406,CASH_OUT,184588.59,Medium,C1507841762,184588.59,0,C1402386572,0,184588.59,1
376,CASH_IN,213750.46,Medium,C16679404,20255176.65949037,420770.46,C910427403,115517.21,0,0
11,TRANSFER,642567.21,Medium,C8114680,0,0,C1243712710,938012.54,1580579.76,0
332,PAYMENT,8114.85,Medium,C1073271329,215574,207459.15,M369295581,0,0,0
709,CASH_OUT,14148.64,Medium,C1691969506,14148.64,0,C1391033191,79499.16,93647.8,1
156,PAYMENT,10902.99,Medium,C2081344460,192,0,M627630714,0,0,0
322,CASH_IN,88308.97,Medium,C1779209295,5503,93811.97,C1224339857,585928.35,497619.38,0
393,CASH_IN,324469.86,Medium,C934533796,9176221.9,9500691.76,C1024154295,1732560.93,1408091.08,0
132,PAYMENT,27615.35,Medium,C563351040,57050,29434.65,M2057325969,0,0,0
271,CASH_OUT,64319.46,Medium,C1525181002,64319.46,0,C2001058304,,2598691.45,1
373,TRANSFER,122903.76,Medium,C1044186371,190,0,C1335879354,1296442.63,1419346.38,0
97,TRANSFER,5624.02,Medium,C1921410624,5624.02,0,C994730180,0,0,1
321,TRANSFER,526787.54,Medium,C715932448,,0,C1500247255,0,0,1
59,TRANSFER,3857176.83,High,C1675721447,3857176.83,0,C892636220,0,0,1
259,CASH_OUT,76470.35,Medium,C1466725022,,13697.65,C1569071527,0,76470.35,0
357,PAYMENT,17657.45,Medium,C1853150952,0,0,M327636002,0,0,0
648,TRANSFER,1086227.44,Medium,C1889568678,1086227.44,0,C1906681343,,0,1
60,TRANSFER,45807.51,Medium,C958487787,45807.51,0,C218393296,0,0,1
283,PAYMENT,,,C1623376143,299461.34,253216.4,M286942570,0,0,0
212,CASH_OUT,362988.52,Medium,C739877872,362988.52,,C1957802478,2158316.76,2521305.27,1
135,CASH_OUT,60717.92,Medium,C1407980006,5508,0,C621486727,,60717.92,0
399,CASH_IN,116210.78,Medium,C472300372,20623,,C405418276,,217805.54,0
187,CASH_OUT,115838.9,Medium,C773351020,95315,0,C1223411805,0,115838.9,0
306,CASH_IN,368267.04,Medium,C124865400,31073,399340.04,C847210554,728529.25,360262.21,0
8,CASH_OUT,181728.11,Medium,C2102265902,0,0,C789014007,11397,184477.77,1
564,TRANSFER,55828.87,Medium,C76954571,55828.87,0,C1263626792,0,0,1
229,CASH_OUT,257171.48,Medium,C1637263571,0,,C1600185422,2236654.17,2493825.65,0
373,CASH_OUT,209293.08,Medium,C1828528322,74923.61,0,C900430508,349298.67,558591.75,0
154,PAYMENT,27512.43,Medium,C354725785,50362,22849.57,M1876603334,0,0,0
712,TRANSFER,135977.23,Medium,C784866685,135977.23,0,C1057245798,0,0,1
296,CASH_OUT,282272.93,Medium,C837464075,,0,C1037384301,142251.44,424524.37,1
203,PAYMENT,16290.01,Medium,C1894685490,0,0,M967867131,0,0,0
624,TRANSFER,69912.57,Medium,C301833514,69912.57,0,C1887464213,0,0,1
403,CASH_IN,157945.17,Medium,C907189797,3947102.79,4105047.96,C1068504317,11969194.57,11811249.4,0
632,CASH_OUT,407347.84,Medium,C1732833995,407347.84,0,C80156835,3247566.78,3654914.62,1
208,TRANSFER,131261.23,Medium,C1583495831,131261.23,16878483.96034769,C1452204063,0,0,1
332,CASH_IN,108374.11,Medium,C606366914,190245.66,298619.77,C1254523677,,17859865.94,0
257,PAYMENT,12509.49,Medium,C156049243,98219.51,85710.02,M274791801,,0,0
404,CASH_OUT,39520.75,Medium,C526170162,20255176.65949037,0,C1516690340,1224929.03,1264449.78,0
230,CASH_OUT,114169.66,Medium,C1069101318,114169.66,0,C894811944,80478.74,194648.4,1
44,CASH_IN,130002.23,Medium,C805646135,6875934.84,7005937.08,C369252352,2516491.59,2319408.96,0
282,TRANSFER,357042.23,Medium,C939589417,0,,C626292864,561767.51,924348.31,0
524,TRANSFER,232315.43,Medium,C263849171,232315.43,0,C1903470107,0,0,1
682,TRANSFER,64557.77,Medium,C832155685,64557.77,0,C92914584,,0,1
523,CASH_OUT,121543.83,Medium,C122605764,121543.83,0,C1571077374,64845.34,186389.17,1
448,TRANSFER,432544.68,Medium,C966717890,432544.68,0,C1756376418,0,0,1
306,CASH_OUT,287119.65,Medium,C2079500971,0,0,C150505335,321880.99,609000.64,0
129,PAYMENT,46834.68,Medium,C1566975128,106966.59,60131.91,M165624870,0,0,0
631,CASH_OUT,341.3,Low,C667213533,341.3,0,C1882416081,135440.48,135781.78,1
231,PAYMENT,9552.57,Medium,C2140220300,141689.54,132136.97,M2126223213,0,0,0
707,CASH_OUT,15371.72,Medium,C1267596180,15371.72,0,C784278518,616240.72,631612.44,1
94,CASH_OUT,1454592.61,Medium,C824268591,1454592.61,0,C819390198,264042.92,1718635.53,1
135,CASH_OUT,450506.64,Medium,C1428697375,,0,C658736689,1379571.44,1830078.07,0
210,PAYMENT,,,C1626486954,0,0,M1633662543,0,0,0
378,CASH_IN,153364.47,Medium,C1862524937,4636281.57,4789646.04,C2140602741,4613265.57,4459901.1,0
522,PAYMENT,,,C905599700,30574,24781.29,M668067725,0,-20309074.74,0
11,TRANSFER,2100,Low,C785601242,2100,0,C1576053316,0,0,1
250,CASH_OUT,405462.82,Medium,C1012163858,357568.96,0,C509351888,1328845.25,1734308.07,0
9,PAYMENT,34795.78,Medium,C1925674698,36912,2116.22,M199977490,0,0,0
661,CASH_OUT,208906.74,Medium,C779633338,26064,0,C1717390741,17354.92,226261.66,0
383,TRANSFER,1976908.24,Medium,C1919902723,0,0,C669388825,,10271546.04,0
160,TRANSFER,1284959.39,Medium,C1764461949,,0,C160976870,0,0,1
100,TRANSFER,54994.1,Medium,C126342805,54994.1,0,C169029118,0,0,1
139,,313333.96,Medium,C1341185214,135267,0,C80689457,0,313333.96,0
434,TRANSFER,,,C1273725199,4152987.1,0,C357948041,0,0,1
187,CASH_OUT,192543.07,Medium,C1834533551,50040,0,C439583418,,192543.07,0
90,TRANSFER,703833.48,Medium,C199695016,703833.48,0,C1584778754,0,0,1
396,CASH_OUT,65179.38,Medium,C1157493962,0,0,C674673465,798076.15,863255.53,0
158,PAYMENT,,,C1938421517,234998.88,228810.18,M367997386,0,0,0
21,PAYMENT,13127.95,Medium,C1856888907,3006,0,M389389265,0,0,0
448,CASH_OUT,80919.85,Medium,C549119759,32939,0,C69080494,919841.63,1000761.48,0
279,CASH_IN,47301.61,Medium,C637838453,30583,77884.61,C327728889,567024.44,519722.83,0
251,PAYMENT,19739.53,Medium,C2086215727,0,0,M1755005211,0,0,0
94,CASH_OUT,460635.82,Medium,C1563063305,460635.82,0,C262427288,544728.69,1005364.51,1
279,CASH_OUT,129019,Medium,C2014537214,50102,0,C1498501126,0,129019,0
85,CASH_OUT,4094.07,Medium,C823346399,4094.07,0,C1910586925,296534.2,300628.27,1
195,PAYMENT,15310.08,Medium,C1105359920,38873,23562.92,M958542903,0,0,0
158,PAYMENT,1894.99,Low,C1690433487,29469,27574.01,M706049095,0,0,0
14,CASH_IN,511827.58,Medium,C1423544085,,545053.58,C562643201,0,0,0
132,PAYMENT,21199.85,Medium,C462037124,0,0,M662012111,0,0,0
323,CASH_OUT,39183.32,Medium,C2131957581,50115,10931.68,C1032431418,40466.08,79649.4,0
182,PAYMENT,5192.92,Medium,C1551142523,7368,,M1989058099,,0,0
15,CASH_IN,62223.37,Medium,C1083284728,6402975.27,6465198.64,C2112620794,145621.19,83397.82,0
10,CASH_OUT,2662734.59,Medium,C813115168,2662734.59,0,C401825929,,2930405.33,1
321,TRANSFER,59628.24,Medium,C1046546525,59628.24,0,C2014793230,0,0,1
211,PAYMENT,9365.79,Medium,C225494808,0,0,M1291392335,0,0,0
42,CASH_OUT,,,C1702100014,136835,0,C324194351,,532176.9,0
640,TRANSFER,144254.93,Medium,C372542470,144254.93,0,C1271215958,0,0,1
187,PAYMENT,2787.12,Low,C401259866,0,0,M228396231,,0,0
358,CASH_IN,109279.18,Medium,C1938643183,21580,130859.18,C130451545,16411.91,,0
185,CASH_OUT,286972.37,Medium,C1776759982,31328,0,C1234512492,0,286972.37,0
638,CASH_OUT,7788725.2,High,C1897380922,7788725.2,0,C966109219,26829584.15,34618309.35,1
30,CASH_OUT,122235.11,Medium,C356571967,122235.11,0,C1905066109,0,122235.11,1
563,CASH_OUT,2905831.61,Medium,C1661216334,2905831.61,0,C1814835688,0,2905831.61,1
644,TRANSFER,4438931.81,High,C594373709,4438931.81,0,C2071706455,0,0,1
132,PAYMENT,8557.23,Medium,C1525461398,0,0,M348934000,0,0,0
261,CASH_OUT,166137.47,Medium,C1270304637,0,0,C1825929843,573872.33,740009.8,0
205,TRANSFER,445714.42,Medium,C1832661775,,0,C1117082573,19601975.286854673,445714.42,0
301,CASH_IN,247053.53,Medium,C1444000301,5414522.54,5661576.07,C1601848549,8491225.7,8244172.17,0
251,TRANSFER,345425.57,Medium,C1397090856,345425.57,0,C2119085039,0,0,1
469,CASH_OUT,,,C1403929359,,0,C1934932538,2622766.27,,1
329,PAYMENT,18599.69,Medium,C421619119,248813.21,230213.51,M1107176972,0,0,0
11,CASH_IN,,,C824206672,1316424.06,1401879.43,C1374126829,121720,578403.23,0
38,CASH_OUT,101745.24,Medium,C457713437,0,0,C1164184209,1792933.5,1894678.74,0
730,TRANSFER,338364.14,Medium,C1396691078,338364.14,0,C476657096,0,0,1
178,CASH_OUT,1796069.2,Medium,C997942901,1796069.2,0,C1057783924,0,1796069.2,1
284,PAYMENT,457.14,Low,C567472542,55247,54789.86,M998820892,0,0,0
379,CASH_OUT,193499.83,Medium,C819383101,0,0,C21540695,1277229.63,1470729.46,0
157,TRANSFER,813775.73,Medium,C798159363,813775.73,0,C808528635,0,39888.47,1
325,TRANSFER,107834.85,Medium,C466412897,107834.85,0,C816944286,,0,1
660,TRANSFER,48516.87,Medium,C226017456,48516.87,0,C116841547,0,0,1
736,CASH_OUT,53315.31,Medium,C810591075,53315.31,0,C1614619549,0,53315.31,1
640,CASH_OUT,46973.96,Medium,C1388934597,46973.96,0,C1218759117,0,46973.96,1
41,TRANSFER,266936.02,Medium,C956260144,,,C759267505,571343.27,838279.29,0
310,CASH_IN,33212.52,Medium,C47868984,10379069.46,10412281.98,C1840541465,1901654.41,1868441.89,0
44,PAYMENT,9139.77,Medium,C1697025996,135191.07,126051.3,M1917119630,0,0,0
256,PAYMENT,754.69,Low,C1531339513,14535,13780.31,M1877105251,0,0,0
281,CASH_IN,78647.98,Medium,C645497848,3729282.38,3807930.36,C1398996866,182345.69,103697.7,0
726,TRANSFER,3547010.54,High,C2022499393,3547010.54,0,C401908877,0,0,1
254,CASH_IN,90795.44,Medium,C1036360488,23138,113933.44,C367795114,0,0,0
19,CASH_OUT,159406.74,Medium,C1599642246,0,0,C213253039,559361.78,803560.07,0
33,TRANSFER,6648389.9,High,C67311634,,0,C674603923,0,0,1
545,PAYMENT,17061.85,Medium,C1310719369,0,0,M1297222472,0,0,0
326,CASH_OUT,618381.01,Medium,C1411461059,20255176.65949037,0,C2146664506,856512.38,1474893.39,1
11,PAYMENT,8733.49,Medium,C1875555202,0,0,M863791838,0,0,0
238,TRANSFER,134313.22,Medium,C781397101,,0,C273071988,0,,1
139,PAYMENT,5729.04,Medium,C1354413768,0,0,M558074433,0,0,0
591,TRANSFER,221107.56,Medium,C1387397359,221107.56,0,C1005726924,0,0,1
265,PAYMENT,3652.53,Medium,C664965699,134532,130879.47,M167611056,0,0,0
348,CASH_OUT,1540.53,Low,C381068457,68994.55,67454.03,C1709324302,685106.16,686646.69,0
133,CASH_OUT,197674.43,Medium,C1063219305,42131,0,C1878704627,5695197.15,5892871.58,0
42,CASH_OUT,183517.66,Medium,C714159641,52157,0,C367837073,442693,202022.64,0
625,CASH_OUT,,,C1141510718,,0,C1321586264,0,58924.16,1
47,TRANSFER,36532.84,Medium,C905922907,36532.84,0,C2062739315,0,0,1
650,TRANSFER,71666.93,Medium,C1545632149,71666.93,0,C1733725096,0,0,1
302,CASH_IN,289072.55,Medium,C1061479530,28146,317218.55,C1089622236,106429.01,0,0
15,PAYMENT,26667.24,Medium,C1822077910,320438.51,293771.27,M1194503010,0,0,0
105,TRANSFER,188854.39,Medium,C796435829,188854.39,0,C453493362,0,0,1
56,CASH_OUT,325242.69,Medium,C905192559,325242.69,0,C1676432811,910845.46,1236088.15,1
399,PAYMENT,9360.75,Medium,C580761565,45425,36064.25,M12198855,0,0,0
297,CASH_IN,26119.09,Medium,C397952309,148821,174940.09,C354214203,0,0,0
373,CASH_IN,345044.32,Medium,C191051872,4504,349548.32,C1668072925,931691.61,586647.29,0
177,PAYMENT,11854.25,Medium,C1529108254,5074,0,M182437741,0,0,0
250,TRANSFER,2374490.77,Medium,C895602410,2374490.77,0,C701578249,0,0,1
42,TRANSFER,506867.52,Medium,C1345605199,506867.52,0,C759668657,0,0,1
231,CASH_OUT,528146.55,Medium,C1771269939,414,0,C1821820256,177556.65,705703.2,0
492,PAYMENT,,,C336276039,0,0,M1304361578,0,0,0
493,TRANSFER,567729.52,Medium,C317779855,567729.52,0,C1088161711,0,0,1
731,CASH_OUT,219275.19,Medium,C1950153528,219275.19,0,C1184845365,743229.99,962505.19,1
127,CASH_OUT,1848199.45,Medium,C588222380,1848199.45,0,C1789882794,1668360.97,3516560.42,1
318,CASH_OUT,688473.32,Medium,C1476270190,688473.32,0,C83742367,47171.96,735645.29,1
186,CASH_OUT,456094.08,Medium,C422799522,828,0,C204750602,1478277.48,1934371.57,0
450,TRANSFER,9228514.1,High,C920327149,9228514.1,0,C118210084,,0,1
97,TRANSFER,4454632.3,High,C310812803,4454632.3,0,C1185406486,0,0,1
39,PAYMENT,9393.74,Medium,C1846863062,0,0,M599069542,0,0,0
397,TRANSFER,249984.75,Medium,C220059815,249984.75,0,C67003023,0,0,1
279,TRANSFER,98897.07,Medium,C1819955276,98897.07,0,C1376329806,0,0,1
306,CASH_OUT,13846.97,Medium,C1790642934,106574.33,,C597128089,1895288.74,1909135.7,0
172,TRANSFER,692984.55,Medium,C548545362,692984.55,0,C373573022,0,0,1
125,TRANSFER,,,C288917283,,0,C652970534,0,0,1
18,CASH_OUT,78746.49,Medium,C2135765021,0,0,C1789404266,1828367.17,1783555.29,0
269,CASH_OUT,676882.33,Medium,C99220125,676882.33,0,C1618535858,0,676882.33,1
371,PAYMENT,17208.95,Medium,C1716802298,55285,38076.05,M1560767138,0,0,0
250,PAYMENT,2147.73,Low,C2059292630,0,0,M210837393,0,0,0
482,TRANSFER,1451083.08,Medium,C1888769481,1451083.08,0,C1653981424,0,0,1
254,CASH_IN,165029.56,Medium,C966825670,1104966.06,1269995.62,C691528443,974155.9,1166086.15,0
411,CASH_OUT,1240717.75,Medium,C275137828,1240717.75,0,C989949797,144986.76,1385704.52,1
327,CASH_IN,223137.65,Medium,C1516460123,,1113104.35,C1270939323,8044644.47,7821506.82,0
554,TRANSFER,353785.26,Medium,C2082156144,353785.26,0,C1041223833,0,0,1
82,TRANSFER,1534985.07,Medium,C1000937208,1534985.07,,C1880907151,,0,1
235,CASH_IN,99473.17,Medium,C1503866175,30469,129942.17,C1763246335,0,0,0
187,PAYMENT,7122.54,Medium,C184269175,0,0,M1383624425,0,0,0
42,TRANSFER,1917497.63,Medium,C373557981,1917497.63,,C114416170,0,0,1
172,TRANSFER,1116508.49,Medium,C662766800,1116508.49,0,C18004144,0,0,1
84,TRANSFER,39379.45,Medium,C1110566935,39379.45,0,C1210547818,0,0,1
198,TRANSFER,18471.55,Medium,C1786346447,18471.55,0,C768834848,0,0,1
374,CASH_OUT,130786.76,Medium,C2125810952,232980.27,102193.51,C542123435,546014.04,676800.81,0
34,PAYMENT,3274.04,Medium,C1127375054,0,0,M765307708,0,0,0
51,CASH_OUT,202887.77,Medium,C1064820575,202887.77,0,C26411328,0,202887.77,1
166,PAYMENT,33.16,Low,C1320427384,30503,30469.84,M2118195042,0,0,0
284,CASH_OUT,107684.19,Medium,C2025718975,0,0,C193758137,179926.5,287610.7,0
211,PAYMENT,6223.58,Medium,C1568421200,0,0,M253616180,0,0,0
309,CASH_OUT,15090.89,Medium,C1672598802,11938,0,C29590543,393278.68,408369.57,0
600,CASH_OUT,612229.86,Medium,C199984853,612229.86,0,C1428539340,2275776.03,,1
590,TRANSFER,269800.18,Medium,C1565276099,619,0,C606771882,1522201.93,1792002.11,0
329,PAYMENT,4521.72,Medium,C287716579,0,0,M339903682,0,0,0
153,TRANSFER,234853.95,Medium,C1944993034,234853.95,0,C2019813234,0,0,1
322,,2049764.5,Medium,C650944344,31013,0,C498586947,11754046.91,13803811.41,0
503,TRANSFER,91045.4,Medium,C1336518891,861189.54,0,C1940750830,0,0,1
596,CASH_OUT,317015.84,Medium,C1289950434,102745.22,0,C679048492,624339.62,941355.46,0
572,CASH_OUT,1068952.42,Medium,C1861810254,1068952.42,0,C755630552,0,1068952.42,1
184,CASH_OUT,100385.27,Medium,C2077647984,25737,0,C1636193601,12898.67,113283.94,0
282,CASH_OUT,8091.78,Medium,C1510812683,8091.78,0,C637384510,272960.57,281052.35,1
351,CASH_OUT,,,C625586694,0,0,C24156771,,478523.78,0
302,CASH_IN,30665.07,Medium,C953259485,22331522.26,,C159316266,1199839.6,1169174.53,0
654,CASH_OUT,114627.08,Medium,C857672087,114627.08,0,C1387515555,0,114627.08,1
136,CASH_OUT,147396.86,Medium,C1764896388,0,0,C112902912,3464714.02,3612110.89,0
298,CASH_IN,7994.84,Medium,C1884581876,874,8868.84,C2082975384,841332.35,833337.5,0
17,PAYMENT,823.6,Low,C1060559238,0,0,M1826892833,0,0,0
365,TRANSFER,3244067.13,High,C2080670113,3244067.13,0,C1564547651,0,0,1
279,CASH_OUT,43138.51,Medium,C1108724872,70877,27738.49,C1966360973,0,43138.51,0
552,CASH_OUT,492003.04,Medium,C133353018,20255176.65949037,0,C2063078053,24292.72,516295.76,1
284,CASH_OUT,739584.33,Medium,C1523298482,739584.33,0,C1232537312,76425.35,903164.02,1
188,CASH_OUT,61488.27,Medium,C893629034,11382,0,C997465746,2904902.47,,0
95,TRANSFER,53062.52,Medium,C146522698,53062.52,0,C1122850221,0,0,1
395,CASH_OUT,70169.86,Medium,C290757126,0,0,C395218423,2944538.48,3014708.34,0
251,CASH_OUT,123653.59,Medium,C444269939,726002.33,602348.74,C266475,416716.96,540370.55,0
277,CASH_OUT,4602.1,Medium,C2043748953,0,0,C1435887792,42689.34,47291.44,0
692,PAYMENT,557.62,Low,C458280490,20255176.65949037,403957.38,M678258980,0,0,0
240,TRANSFER,2058961.66,Medium,C1906906636,2058961.66,0,C1142044922,0,0,1
251,PAYMENT,33906.09,Medium,C1711733904,145999,,M2023353018,0,0,0
307,PAYMENT,3119.5,Low,C454760580,51060,,M668181194,0,0,0
15,TRANSFER,248056.41,Medium,C1474711983,248056.41,0,C1009564356,0,0,1
362,CASH_OUT,7677120.59,High,C2030295854,7677120.59,0,C383839277,14712164.85,22389285.44,1
609,TRANSFER,112363.33,Medium,C1783698648,112363.33,0,C1902434335,,0,1
376,CASH_OUT,147499.05,Medium,C2146630635,0,0,C795028580,347277.58,494776.63,0
323,CASH_OUT,164524.88,Medium,C352768995,0,0,C1057655383,10246571.54,10411096.41,0
399,PAYMENT,46779.27,Medium,C318196282,0,0,M888554508,0,0,0
249,,3879669.76,High,C754455797,3879669.76,0,C2131616208,0,0,1
435,TRANSFER,365332.78,Medium,C815195284,365332.78,0,C181224560,0,0,1
281,CASH_OUT,1030417.74,Medium,C1500009160,20255176.65949037,0,C1683886957,0,1030417.74,1
141,CASH_IN,87796.76,Medium,C2129857245,116,87912.76,C297846160,0,0,0
192,CASH_OUT,1764326.19,Medium,C230612443,1764326.19,0,C1505742207,174021.75,1938347.94,1
13,PAYMENT,19821.35,Medium,C1809438031,102798,82976.65,M506817997,0,0,0
403,CASH_OUT,65739.36,Medium,C923227472,0,0,C1371013117,2093893.05,2159632.41,0
180,CASH_OUT,50628.02,Medium,C2126640709,0,0,C1422801101,332639.2,383267.22,0
40,TRANSFER,585380.14,Medium,C1784885729,2964,0,C1062813845,,585380.14,0
239,CASH_OUT,495991.64,Medium,C1566359738,495991.64,0,C634632814,0,,1
335,CASH_OUT,1495203.8,Medium,C82999164,1495203.8,0,C95880754,0,1495203.8,1
205,CASH_OUT,159123.32,Medium,C1644807444,0,0,C1886603052,1033894,1193017.32,0
259,CASH_OUT,,,C686218550,0,0,C630329198,97344.22,305385.08,0
587,CASH_OUT,985127.95,Medium,C2091624408,985127.95,0,C1723976669,0,985127.95,1
294,CASH_OUT,290090.57,Medium,C2076884011,290090.57,0,C105660024,2000395.18,2290485.75,1
187,PAYMENT,13149.25,Medium,C1820146789,207923,194773.75,M1713578596,0,0,0
156,CASH_OUT,147650.55,Medium,C2090119562,20599,0,C49416126,150416.97,,0
628,TRANSFER,,,C1182722918,385207.12,0,C820606859,0,0,1
187,CASH_IN,168874.08,Medium,C1694398895,2039,170913.08,C203924698,2810814.71,2641940.62,0
589,CASH_OUT,258835.74,Medium,C1925855627,,0,C1180516056,0,258835.74,0
9,CASH_IN,121832.39,Medium,C1527191548,46295,168127.39,C1751252982,0,0,0
318,TRANSFER,688473.32,Medium,C1924852703,688473.32,0,C43802286,0,0,1
18,PAYMENT,2509.19,Low,C542657334,26681.7,24172.51,M1350699570,0,0,0
40,PAYMENT,6279.58,Medium,C1206910490,1243559.38,1237279.8,M358387487,0,0,0
256,CASH_OUT,204767.7,Medium,C1555980217,299173.89,94406.19,C1937687690,430937.76,,0
278,TRANSFER,89303.18,Medium,C1484193833,89303.18,0,C91936186,0,,1
25,TRANSFER,44829.81,Medium,C589374615,44829.81,0,C1612426642,0,0,1
619,TRANSFER,293470.64,Medium,C1051179941,293470.64,,C1445144451,0,0,1
175,CASH_OUT,,,C2000554680,47604.75,0,C90982543,0,47604.75,1
37,TRANSFER,600688.53,Medium,C1191536024,418,0,C1821724842,0,,0
413,CASH_OUT,8536151.16,High,C1712280078,8536151.16,0,C865601051,339032.24,8875183.4,1
43,,247608.74,Medium,C789396042,0,0,C1594324272,3075860.65,3323469.4,0
188,CASH_OUT,5777706.65,High,C1812401668,5777706.65,0,C1367015586,0,5777706.65,1
262,TRANSFER,201281.36,Medium,C1271087457,201281.36,0,C1017401472,0,0,1
65,TRANSFER,881811.11,Medium,C920552627,881811.11,0,C1105243161,0,0,1
249,PAYMENT,7716.65,Medium,C1719930960,957028,949311.35,M1101057704,0,0,0
403,CASH_OUT,266756.63,Medium,C691929475,12571,0,C1747804873,1998624.54,2265381.17,0
